Date,Airline,OriginState,TimeOfDay,Speed
10/27/94,US AIRWAYS*,California,Night,233
10/27/94,AMERICAN AIRLINES,Massachusetts,Day,110
10/27/94,SOUTHWEST AIRLINES,Maryland,Day,102
10/30/94,US AIRWAYS*,Texas,Dawn,144
10/30/94,UPS AIRLINES,Kentucky,Night,179
10/31/94,AMERICAN AIRLINES,Maryland,Day,143
10/31/94,AMERICAN AIRLINES,Texas,Night,141
11/2/94,SOUTHWEST AIRLINES,California,Night,164
11/3/94,AMERICAN AIRLINES,California,Day,142
11/4/94,US AIRWAYS*,New Jersey,Day,129
11/5/94,AMERICA WEST AIRLINES,California,Day,122
11/6/94,DELTA AIR LINES,Oklahoma,Day,130
11/7/94,MILITARY,South Carolina,Night,207
11/7/94,AMERICAN AIRLINES,Texas,Day,141
11/7/94,SOUTHWEST AIRLINES,Louisiana,Night,167
11/8/94,BUSINESS,Nebraska,Day,200
11/8/94,US AIRWAYS*,Maryland,Day,148
11/9/94,AMERICAN EAGLE AIRLINES,Tennessee,Day,106
11/9/94,AMERICAN AIRLINES,Texas,Night,135
11/10/94,US AIRWAYS*,DC,Night,215
11/10/94,TRANS WORLD AIRLINES,Missouri,Night,154
11/11/94,AMERICAN AIRLINES,California,Night,252
11/11/94,AMERICAN EAGLE AIRLINES,New York,Night,204
11/11/94,AMERICAN AIRLINES,Texas,Day,201
11/12/94,AMERICAN AIRLINES,Texas,Day,135
11/13/94,US AIRWAYS*,Maryland,Day,197
11/13/94,AMERICAN AIRLINES,Massachusetts,Night,202
11/13/94,AMERICAN AIRLINES,New York,Night,218
11/14/94,US AIRWAYS*,Florida,Day,149
11/14/94,AMERICA WEST AIRLINES,California,Night,137
11/14/94,MESABA AIRLINES,Minnesota,Night,167
11/14/94,AMERICAN AIRLINES,Illinois,Night,120
11/14/94,US AIRWAYS*,North Carolina,Night,182
11/15/94,US AIRWAYS*,North Carolina,Day,136
11/15/94,MILITARY,Louisiana,Dusk,148
11/16/94,SOUTHWEST AIRLINES,Maryland,Night,257
11/16/94,AMERICAN AIRLINES,Texas,Night,207
11/17/94,AMERICAN AIRLINES,Texas,Night,147
11/18/94,AMERICAN AIRLINES,Texas,Night,158
11/19/94,AMERICAN AIRLINES,Illinois,Night,160
11/20/94,NORTHWEST AIRLINES,Texas,Day,113
11/21/94,TRANS WORLD AIRLINES,Missouri,Night,137
11/21/94,SOUTHWEST AIRLINES,Texas,Night,154
11/22/94,US AIRWAYS*,North Carolina,Night,235
11/23/94,MILITARY,South Carolina,Day,141
11/23/94,AMERICAN AIRLINES,Illinois,Night,179
11/23/94,UNITED AIRLINES,California,Night,132
11/26/94,ALASKA AIRLINES,California,Day,94
11/27/94,AMERICAN AIRLINES,Tennessee,Day,109
11/29/94,UNITED AIRLINES,DC,Dusk,161
11/29/94,AMERICAN AIRLINES,Massachusetts,Day,165
11/29/94,AMERICAN AIRLINES,Louisiana,Day,133
11/30/94,BUSINESS,Indiana,Day,172
11/30/94,AMERICA WEST AIRLINES,California,Night,212
12/1/94,MILITARY,Hawaii,Day,135
12/2/94,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Day,132
12/5/94,AMERICAN AIRLINES,Texas,Day,147
12/6/94,UNITED AIRLINES,California,Day,129
12/7/94,HAWAIIAN AIR,Hawaii,Day,126
12/10/94,AMERICAN AIRLINES,Tennessee,Day,120
12/11/94,AMERICA WEST AIRLINES,Indiana,Day,126
12/13/94,AMERICAN AIRLINES,California,Day,149
12/14/94,AMERICAN AIRLINES,California,Day,137
12/16/94,AMERICAN AIRLINES,Texas,Day,150
12/21/94,ALASKA AIRLINES,California,Day,153
12/27/94,AMERICAN AIRLINES,Texas,Day,147
12/28/94,AMERICAN AIRLINES,Louisiana,Dawn,168
12/28/94,US AIRWAYS*,New York,Dawn,151
12/28/94,MILITARY,South Carolina,Day,131
12/30/94,US AIRWAYS*,California,Night,128
1/1/95,UNITED AIRLINES,Pennsylvania,Day,145
1/1/95,SOUTHWEST AIRLINES,California,Day,105
1/2/95,AMERICAN AIRLINES,California,Night,143
1/7/95,AMERICAN AIRLINES,Illinois,Day,107
1/10/95,MILITARY,Hawaii,Day,130
1/10/95,MILITARY,Hawaii,Day,135
1/19/95,AMERICAN AIRLINES,Texas,Day,136
1/21/95,AIR CANADA,DC,Night,101
1/22/95,PRIVATELY OWNED,Hawaii,Day,78
1/24/95,CONTINENTAL AIRLINES,California,Night,145
1/25/95,UNITED AIRLINES,North Carolina,Dawn,132
1/29/95,PRIVATELY OWNED,Texas,Dawn,135
2/4/95,SOUTHWEST AIRLINES,California,Day,120
2/4/95,BUSINESS,Washington,Day,120
2/5/95,SOUTHWEST AIRLINES,California,Night,122
2/8/95,MILITARY,California,Day,131
2/8/95,MILITARY,California,Night,131
2/9/95,US AIRWAYS*,Ohio,Dusk,150
2/10/95,AMERICAN EAGLE AIRLINES,Illinois,Day,173
2/11/95,AMERICAN AIRLINES,California,Day,126
2/15/95,AMERICAN AIRLINES,Pennsylvania,Day,101
2/17/95,AMERICAN AIRLINES,Missouri,Night,154
2/18/95,US AIRWAYS*,North Carolina,Dusk,149
2/20/95,AMERICAN AIRLINES,California,Night,159
2/21/95,SOUTHWEST AIRLINES,California,Night,216
2/23/95,US AIRWAYS*,New York,Night,172
2/27/95,SOUTHWEST AIRLINES,Oklahoma,Day,142
3/1/95,DELTA AIR LINES,California,Night,250
3/1/95,TRANS WORLD AIRLINES,Missouri,Day,144
3/3/95,AMERICAN AIRLINES,Texas,Day,143
3/4/95,SOUTHWEST AIRLINES,Louisiana,Night,124
3/6/95,US AIRWAYS*,Pennsylvania,Day,95
3/6/95,UPS AIRLINES,Kentucky,Night,122
3/6/95,AMERICAN AIRLINES,California,Night,218
3/7/95,NORTHWEST AIRLINES,New York,Night,151
3/7/95,US AIRWAYS*,Kentucky,Night,139
3/9/95,SOUTHWEST AIRLINES,California,Night,137
3/13/95,TRANS WORLD AIRLINES,Missouri,Night,211
3/13/95,TRANS WORLD AIRLINES,Missouri,Night,252
3/13/95,AMERICAN AIRLINES,New York,Day,156
3/13/95,US AIRWAYS*,Maryland,Night,252
3/14/95,UPS AIRLINES,Kentucky,Night,252
3/14/95,ALASKA AIRLINES,Oregon,Night,193
3/14/95,SOUTHWEST AIRLINES,Kentucky,Night,211
3/15/95,AMERICA WEST AIRLINES,Florida,Day,176
3/16/95,ATLANTIC COAST AIRLINES,New Jersey,Night,222
3/17/95,HAWAIIAN AIR,Hawaii,Day,132
3/19/95,PINNACLE,Tennessee,Night,163
3/19/95,SOUTHWEST AIRLINES,Missouri,Night,254
3/19/95,US AIRWAYS*,Maryland,Night,173
3/21/95,UNITED AIRLINES,New York,Dawn,137
3/21/95,MILITARY,Texas,Day,166
3/21/95,MILITARY,South Carolina,Day,126
3/21/95,SOUTHWEST AIRLINES,Texas,Night,253
3/22/95,AMERICAN AIRLINES,New York,Night,24
3/24/95,AMERICAN AIRLINES,Colorado,Day,157
3/25/95,US AIRWAYS*,Florida,Night,169
3/26/95,US AIRWAYS*,Florida,Day,258
3/27/95,MILITARY,South Carolina,Night,135
3/30/95,MILITARY,South Carolina,Night,153
3/31/95,GREAT LAKES AIRLINES,Illinois,Day,82
3/31/95,MILITARY,South Carolina,Dusk,131
3/31/95,US AIRWAYS*,Pennsylvania,Night,206
3/31/95,BUSINESS,South Carolina,Day,126
4/2/95,HAWAIIAN AIR,Hawaii,Day,120
4/3/95,US AIRWAYS*,North Carolina,Night,259
4/3/95,UNITED AIRLINES,California,Day,122
4/3/95,AMERICAN AIRLINES,Texas,Dusk,130
4/4/95,UNITED AIRLINES,Utah,Dawn,152
4/4/95,HAWAIIAN AIR,Hawaii,Day,136
4/4/95,AMERICAN AIRLINES,DC,Day,148
4/4/95,US AIRWAYS*,Pennsylvania,Day,148
4/4/95,US AIRWAYS*,Pennsylvania,Day,103
4/5/95,MILITARY,New Jersey,Day,157
4/5/95,SOUTHWEST AIRLINES,Louisiana,Night,140
4/9/95,UNITED AIRLINES,Kentucky,Day,106
4/11/95,DELTA AIR LINES,Pennsylvania,Night,256
4/11/95,MILITARY,Louisiana,Day,170
4/12/95,AMERICAN AIRLINES,Arizona,Night,148
4/12/95,US AIRWAYS*,Louisiana,Day,145
4/13/95,MILITARY,Louisiana,Day,259
4/13/95,SOUTHWEST AIRLINES,Texas,Night,170
4/14/95,SOUTHWEST AIRLINES,Texas,Night,133
4/14/95,MILITARY,Oregon,Day,160
4/16/95,US AIRWAYS*,Pennsylvania,Night,197
4/17/95,DELTA AIR LINES,New York,Night,237
4/17/95,ATLANTIC COAST AIRLINES,DC,Day,140
4/17/95,AMERICAN AIRLINES,Louisiana,Day,127
4/18/95,UNKNOWN,Ohio,Day,86
4/18/95,AMERICAN AIRLINES,Texas,Dawn,116
4/18/95,US AIRWAYS*,Tennessee,Day,145
4/19/95,AIR CANADA,Illinois,Day,124
4/19/95,UPS AIRLINES,Pennsylvania,Night,146
4/19/95,AMERICAN AIRLINES,Texas,Day,122
4/20/95,AMERICAN AIRLINES,DC,Day,195
4/22/95,US AIRWAYS*,Illinois,Day,136
4/22/95,SOUTHWEST AIRLINES,California,Night,145
4/25/95,US AIRWAYS*,North Carolina,Day,141
4/25/95,SOUTHWEST AIRLINES,Tennessee,Day,88
4/26/95,BUSINESS,Utah,Day,189
4/26/95,UNITED AIRLINES,California,Day,159
4/26/95,BUSINESS,California,Night,157
4/27/95,SOUTHWEST AIRLINES,Texas,Night,213
4/27/95,AMERICAN EAGLE AIRLINES,Illinois,Night,152
4/27/95,UPS AIRLINES,Kentucky,Night,181
4/27/95,AMERICAN AIRLINES,Missouri,Day,147
4/27/95,AMERICAN AIRLINES,California,Day,148
4/28/95,SOUTHWEST AIRLINES,Texas,Night,156
4/28/95,AMERICAN AIRLINES,Texas,Day,150
4/29/95,AMERICAN AIRLINES,Texas,Day,104
4/30/95,AMERICAN AIRLINES,Texas,Day,185
4/30/95,DELTA AIR LINES,Texas,Night,143
5/3/95,SOUTHWEST AIRLINES,Missouri,Day,202
5/3/95,UNITED AIRLINES,Illinois,Day,169
5/3/95,MILITARY,Louisiana,Night,141
5/3/95,US AIRWAYS*,Pennsylvania,Night,145
5/3/95,UPS AIRLINES,Tennessee,Night,127
5/3/95,SOUTHWEST AIRLINES,Texas,Day,147
5/3/95,AMERICAN AIRLINES,Tennessee,Night,211
5/3/95,US AIRWAYS*,DC,Night,143
5/4/95,AMERICAN AIRLINES,Texas,Night,307
5/4/95,UPS AIRLINES,Texas,Night,221
5/4/95,AMERICAN AIRLINES,Pennsylvania,Night,146
5/5/95,UNITED AIRLINES,Illinois,Day,136
5/6/95,AMERICAN AIRLINES,Illinois,Day,138
5/8/95,AMERICAN AIRLINES,Texas,Night,236
5/9/95,AMERICAN AIRLINES,Florida,Day,201
5/9/95,UPS AIRLINES,Kentucky,Night,211
5/9/95,AMERICAN AIRLINES,Illinois,Night,205
5/10/95,UPS AIRLINES,Kentucky,Night,218
5/10/95,UNKNOWN,Kentucky,Night,214
5/10/95,US AIRWAYS*,North Carolina,Day,213
5/12/95,AMERICAN AIRLINES,Tennessee,Day,143
5/12/95,UPS AIRLINES,Pennsylvania,Night,154
5/13/95,DELTA AIR LINES,Texas,Day,143
5/14/95,AMERICAN AIRLINES,DC,Day,133
5/15/95,DELTA AIR LINES,Georgia,Dawn,141
5/15/95,US AIRWAYS*,North Carolina,Day,134
5/15/95,AMERICAN AIRLINES,Indiana,Night,134
5/16/95,AMERICAN AIRLINES,Texas,Dusk,136
5/16/95,UPS AIRLINES,Kentucky,Night,216
5/16/95,US AIRWAYS*,Pennsylvania,Night,195
5/16/95,AMERICAN AIRLINES,Massachusetts,Night,139
5/17/95,UPS AIRLINES,Texas,Night,203
5/17/95,US AIRWAYS*,Tennessee,Day,197
5/17/95,UPS AIRLINES,Kentucky,Night,195
5/18/95,US AIRWAYS*,North Carolina,Day,141
5/19/95,AMERICAN AIRLINES,California,Day,123
5/20/95,AMERICAN AIRLINES,Pennsylvania,Night,132
5/21/95,DELTA AIR LINES,New York,Dusk,146
5/22/95,AMERICAN AIRLINES,Florida,Day,172
5/22/95,AMERICAN AIRLINES,Texas,Night,215
5/23/95,AMERICA WEST AIRLINES,Ohio,Day,134
5/24/95,DELTA AIR LINES,Kentucky,Day,159
5/24/95,HAWAIIAN AIR,Hawaii,Day,101
5/24/95,SOUTHWEST AIRLINES,Texas,Night,217
5/24/95,SOUTHWEST AIRLINES,California,Night,218
5/25/95,MILITARY,Minnesota,Day,132
5/25/95,HAWAIIAN AIR,Hawaii,Day,91
5/26/95,BUSINESS,California,Dawn,100
5/27/95,SOUTHWEST AIRLINES,California,Day,142
5/28/95,US AIRWAYS*,DC,Dusk,169
5/30/95,US AIRWAYS*,Pennsylvania,Day,90
5/30/95,BUSINESS,Illinois,Day,150
5/30/95,US AIRWAYS*,Pennsylvania,Day,160
5/30/95,UNITED AIRLINES,DC,Day,129
5/31/95,MILITARY,Illinois,Night,131
6/2/95,MILITARY,South Carolina,Day,229
6/4/95,US AIRWAYS*,Indiana,Night,90
6/6/95,US AIRWAYS*,North Carolina,Dusk,138
6/7/95,US AIRWAYS*,Pennsylvania,Night,107
6/9/95,UNITED AIRLINES,Tennessee,Day,166
6/9/95,US AIRWAYS*,North Carolina,Day,144
6/9/95,DELTA AIR LINES,Colorado,Day,137
6/9/95,US AIRWAYS*,DC,Day,171
6/10/95,UNITED AIRLINES,Missouri,Day,142
6/11/95,SOUTHWEST AIRLINES,Oregon,Day,125
6/15/95,UNITED AIRLINES,Illinois,Day,142
6/16/95,ALOHA AIRLINES,Hawaii,Day,135
6/17/95,AMERICAN AIRLINES,New York,Day,154
6/18/95,AMERICAN AIRLINES,New York,Day,144
6/21/95,MILITARY,Hawaii,Day,139
6/21/95,DELTA AIR LINES,Georgia,Day,134
6/23/95,US AIRWAYS*,Pennsylvania,Day,142
6/24/95,ATLANTIC SOUTHEAST,Florida,Dusk,145
6/26/95,SOUTHWEST AIRLINES,California,Night,114
6/27/95,US AIRWAYS*,South Carolina,Day,132
6/28/95,US AIRWAYS*,Kentucky,Day,125
6/28/95,MILITARY,New Jersey,Day,137
6/29/95,US AIRWAYS*,North Carolina,Night,105
6/30/95,US AIRWAYS*,Kentucky,Day,103
7/1/95,DELTA AIR LINES,Utah,Dusk,147
7/5/95,AMERICAN EAGLE AIRLINES,Maryland,Day,137
7/5/95,AMERICAN AIRLINES,Illinois,Day,103
7/7/95,UNITED AIRLINES,Illinois,Day,289
7/8/95,AMERICAN AIRLINES,Illinois,Day,141
7/8/95,NORTHWEST AIRLINES,New York,Day,127
7/9/95,US AIRWAYS*,DC,Day,139
7/10/95,DELTA AIR LINES,Tennessee,Dawn,105
7/10/95,AMERICAN AIRLINES,Michigan,Day,132
7/12/95,AMERICAN AIRLINES,Tennessee,Day,145
7/12/95,AMERICAN AIRLINES,Texas,Day,121
7/12/95,SOUTHWEST AIRLINES,Texas,Day,121
7/13/95,BUSINESS,Oregon,Day,121
7/15/95,UNITED AIRLINES,Illinois,Day,145
7/16/95,NORTHWEST AIRLINES,Washington,Day,123
7/16/95,US AIRWAYS*,Pennsylvania,Dawn,183
7/16/95,AMERICAN AIRLINES,Michigan,Day,162
7/16/95,DELTA AIR LINES,Utah,Day,82
7/17/95,MILITARY,Oregon,Day,168
7/17/95,AMERICAN AIRLINES,DC,Night,160
7/18/95,MILITARY,Louisiana,Day,158
7/18/95,AMERICAN AIRLINES,Illinois,Dusk,144
7/18/95,SOUTHWEST AIRLINES,Missouri,Day,190
7/18/95,DELTA AIR LINES,Louisiana,Day,66
7/20/95,SOUTHWEST AIRLINES,California,Night,253
7/21/95,AMERICAN AIRLINES,Tennessee,Day,142
7/21/95,AMERICAN AIRLINES,Texas,Day,119
7/21/95,AMERICAN AIRLINES,California,Night,122
7/21/95,FEDEX EXPRESS,Tennessee,Night,149
7/22/95,AMERICAN AIRLINES,Texas,Day,129
7/22/95,DELTA AIR LINES,Georgia,Day,163
7/22/95,DELTA AIR LINES,Texas,Dusk,123
7/23/95,SOUTHWEST AIRLINES,California,Day,149
7/23/95,UNITED AIRLINES,Nebraska,Day,150
7/24/95,DELTA AIR LINES,Georgia,Day,81
7/24/95,US AIRWAYS*,Pennsylvania,Day,138
7/25/95,US AIRWAYS*,North Carolina,Day,174
7/27/95,AMERICAN AIRLINES,Pennsylvania,Day,128
7/27/95,CONTINENTAL AIRLINES,New Jersey,Dusk,122
7/28/95,AMERICAN EAGLE AIRLINES,Indiana,Day,77
7/28/95,AMERICAN AIRLINES,Illinois,Night,143
7/29/95,SOUTHWEST AIRLINES,Illinois,Day,132
7/29/95,SOUTHWEST AIRLINES,Kentucky,Night,103
7/30/95,AMERICAN AIRLINES,Texas,Night,205
7/30/95,TRANS STATES AIRLINES,DC,Night,127
7/31/95,PSA AIRLINES,Pennsylvania,Day,126
7/31/95,DELTA AIR LINES,Georgia,Day,123
8/1/95,FEDEX EXPRESS,California,Dawn,139
8/1/95,AMERICAN AIRLINES,California,Day,252
8/1/95,SOUTHWEST AIRLINES,Texas,Day,106
8/1/95,UPS AIRLINES,Missouri,Night,143
8/1/95,AIR CANADA,Illinois,Day,148
8/2/95,BUSINESS,Minnesota,Night,133
8/2/95,AMERICAN AIRLINES,Oklahoma,Day,165
8/3/95,CONTINENTAL AIRLINES,Texas,Dawn,140
8/3/95,NORTHWEST AIRLINES,Washington,Day,158
8/3/95,US AIRWAYS*,Pennsylvania,Day,123
8/3/95,AMERICAN AIRLINES,Texas,Day,102
8/4/95,MILITARY,South Carolina,Day,238
8/4/95,AMERICAN EAGLE AIRLINES,Illinois,Day,97
8/4/95,UNITED AIRLINES,California,Day,97
8/4/95,US AIRWAYS*,Maryland,Day,149
8/4/95,US AIRWAYS*,Missouri,Day,132
8/5/95,SOUTHWEST AIRLINES,Missouri,Day,147
8/6/95,US AIRWAYS*,North Carolina,Day,166
8/7/95,ALASKA AIRLINES,California,Day,152
8/7/95,SOUTHWEST AIRLINES,Missouri,Day,158
8/7/95,AMERICAN AIRLINES,Texas,Day,122
8/8/95,AMERICAN EAGLE AIRLINES,Illinois,Dawn,104
8/8/95,AMERICAN AIRLINES,Illinois,Day,141
8/9/95,US AIRWAYS*,Pennsylvania,Day,132
8/9/95,CONTINENTAL AIRLINES,Georgia,Day,184
8/9/95,US AIRWAYS*,Georgia,Day,145
8/9/95,US AIRWAYS*,Ohio,Night,25
8/10/95,CONTINENTAL AIRLINES,Louisiana,Day,146
8/10/95,AIR CANADA,California,Day,134
8/10/95,DELTA AIR LINES,Kentucky,Day,149
8/10/95,NORTHWEST AIRLINES,Missouri,Night,130
8/11/95,AMERICAN AIRLINES,Missouri,Day,128
8/12/95,AMERICAN AIRLINES,Tennessee,Day,143
8/12/95,AMERICAN AIRLINES,Oregon,Day,153
8/13/95,DELTA AIR LINES,New York,Night,134
8/13/95,COMAIR AIRLINES,Kentucky,Night,129
8/14/95,HORIZON AIR,South Carolina,Day,128
8/15/95,MILITARY,Louisiana,Night,153
8/15/95,AMERICAN AIRLINES,Texas,Day,134
8/16/95,US AIRWAYS*,Maryland,Day,143
8/16/95,DELTA AIR LINES,Kentucky,Day,165
8/16/95,AMERICAN AIRLINES,Indiana,Day,142
8/17/95,SOUTHWEST AIRLINES,California,Day,132
8/17/95,AMERICAN AIRLINES,Illinois,Day,144
8/17/95,US AIRWAYS*,Indiana,Day,110
8/19/95,PIEDMONT AIRLINES,North Carolina,Day,116
8/21/95,AMERICAN AIRLINES,Missouri,Day,286
8/22/95,MILITARY,Louisiana,Day,148
8/22/95,SOUTHWEST AIRLINES,Texas,Day,250
8/22/95,US AIRWAYS*,Pennsylvania,Night,175
8/23/95,SOUTHWEST AIRLINES,Maryland,Day,120
8/23/95,US AIRWAYS*,Pennsylvania,Night,112
8/25/95,US AIRWAYS*,New York,Day,118
8/25/95,MILITARY,Louisiana,Night,144
8/25/95,DELTA AIR LINES,Georgia,Day,145
8/25/95,NORTHWEST AIRLINES,Nebraska,Day,145
8/28/95,ATLANTIC COAST AIRLINES,DC,Day,161
8/28/95,AMERICAN AIRLINES,Texas,Night,256
8/28/95,US AIRWAYS*,Ohio,Day,145
8/29/95,AMERICAN AIRLINES,DC,Night,232
8/29/95,US AIRWAYS*,Pennsylvania,Day,180
8/29/95,AMERICAN AIRLINES,Texas,Dusk,141
8/31/95,DELTA AIR LINES,Georgia,Day,180
8/31/95,DELTA AIR LINES,North Carolina,Night,137
8/31/95,UPS AIRLINES,Kentucky,Night,311
9/1/95,SOUTHWEST AIRLINES,Missouri,Day,170
9/1/95,UPS AIRLINES,Kentucky,Night,211
9/2/95,US AIRWAYS*,North Carolina,Day,233
9/2/95,NORTHWEST AIRLINES,Tennessee,Night,137
9/3/95,US AIRWAYS*,North Carolina,Day,218
9/4/95,AMERICAN AIRLINES,California,Night,130
9/5/95,US AIRWAYS*,Massachusetts,Day,254
9/5/95,AMERICAN AIRLINES,California,Night,214
9/6/95,SOUTHWEST AIRLINES,California,Day,152
9/7/95,AMERICAN AIRLINES,Illinois,Day,156
9/7/95,COMAIR AIRLINES,Kentucky,Day,113
9/8/95,MILITARY,Missouri,Day,123
9/8/95,AMERICAN AIRLINES,Illinois,Day,222
9/8/95,COMAIR AIRLINES,Kentucky,Day,119
9/9/95,AMERICAN AIRLINES,Illinois,Day,98
9/9/95,AMERICAN AIRLINES,Missouri,Day,132
9/9/95,US AIRWAYS*,Ohio,Night,125
9/10/95,SOUTHWEST AIRLINES,Tennessee,Day,241
9/10/95,DELTA AIR LINES,Texas,Night,248
9/11/95,US AIRWAYS*,North Carolina,Day,149
9/13/95,AMERICAN AIRLINES,California,Day,140
9/13/95,MILITARY,Minnesota,Night,129
9/13/95,SOUTHWEST AIRLINES,Illinois,Night,162
9/14/95,UNITED AIRLINES,DC,Night,149
9/14/95,MILITARY,Oklahoma,Night,159
9/14/95,SOUTHWEST AIRLINES,Indiana,Day,139
9/14/95,AMERICAN AIRLINES,Illinois,Night,258
9/16/95,US AIRWAYS*,New York,Day,137
9/17/95,SOUTHWEST AIRLINES,Missouri,Night,218
9/17/95,AMERICAN AIRLINES,Georgia,Dawn,186
9/18/95,AMERICAN AIRLINES,Texas,Dawn,142
9/19/95,NORTHWEST AIRLINES,New York,Night,129
9/19/95,AMERICAN AIRLINES,New Jersey,Night,254
9/19/95,SOUTHWEST AIRLINES,Illinois,Night,213
9/20/95,MESA AIRLINES,North Carolina,Night,134
9/21/95,MILITARY,Louisiana,Day,141
9/21/95,AMERICAN AIRLINES,Texas,Dawn,140
9/21/95,AMERICAN AIRLINES,Tennessee,Day,133
9/22/95,MILITARY,Oklahoma,Day,157
9/22/95,COMAIR AIRLINES,Kentucky,Day,117
9/22/95,MILITARY,Oregon,Day,236
9/22/95,MILITARY,Oregon,Day,233
9/22/95,PSA AIRLINES,Pennsylvania,Day,89
9/22/95,US AIRWAYS*,North Carolina,Night,153
9/23/95,HORIZON AIR,Oregon,Day,57
9/23/95,HORIZON AIR,California,Day,130
9/23/95,AMERICAN AIRLINES,Texas,Day,141
9/23/95,AMERICAN AIRLINES,Missouri,Day,138
9/25/95,AMERICAN AIRLINES,Missouri,Day,153
9/25/95,BUSINESS,New Jersey,Night,101
9/25/95,SOUTHWEST AIRLINES,Maryland,Day,96
9/25/95,AMERICAN AIRLINES,Texas,Day,149
9/25/95,AMERICAN AIRLINES,DC,Day,170
9/25/95,UNITED AIRLINES,Nebraska,Day,140
9/26/95,DELTA AIR LINES,DC,Day,132
9/26/95,US AIRWAYS*,DC,Night,257
9/26/95,AMERICA WEST AIRLINES,Ohio,Night,133
9/27/95,BUSINESS,North Carolina,Night,251
9/27/95,ALOHA AIRLINES,Hawaii,Dusk,146
9/28/95,AMERICAN AIRLINES,New York,Day,154
9/28/95,AMERICAN AIRLINES,New York,Night,133
9/28/95,US AIRWAYS*,Pennsylvania,Night,215
9/28/95,US AIRWAYS*,Massachusetts,Night,216
9/28/95,BUSINESS,North Carolina,Day,118
9/28/95,BUSINESS,Pennsylvania,Day,252
9/28/95,US AIRWAYS*,New York,Night,229
9/30/95,CONTINENTAL AIRLINES,Ohio,Day,213
9/30/95,AMERICAN AIRLINES,Texas,Day,141
9/30/95,AMERICAN AIRLINES,Florida,Night,301
9/30/95,PSA AIRLINES,Pennsylvania,Dusk,132
10/1/95,DELTA AIR LINES,Missouri,Night,289
10/1/95,AMERICAN AIRLINES,Illinois,Night,218
10/1/95,TRANS WORLD AIRLINES,Missouri,Night,140
10/2/95,DELTA AIR LINES,California,Night,178
10/2/95,AMERICAN AIRLINES,Illinois,Night,175
10/2/95,DELTA AIR LINES,Kentucky,Night,131
10/2/95,CONTINENTAL AIRLINES,Louisiana,Day,102
10/3/95,SOUTHWEST AIRLINES,Texas,Night,206
10/3/95,AMERICAN AIRLINES,Texas,Day,145
10/4/95,US AIRWAYS*,North Carolina,Day,137
10/5/95,US AIRWAYS*,North Carolina,Day,144
10/5/95,DELTA AIR LINES,Texas,Night,147
10/6/95,CONTINENTAL AIRLINES,Maryland,Day,118
10/6/95,UPS AIRLINES,Tennessee,Night,218
10/7/95,AMERICAN AIRLINES,Illinois,Day,140
10/7/95,US AIRWAYS*,Tennessee,Night,204
10/7/95,COMAIR AIRLINES,Kentucky,Day,235
10/7/95,US AIRWAYS*,Georgia,Night,243
10/8/95,BUSINESS,Illinois,Day,127
10/8/95,AMERICAN AIRLINES,Texas,Day,137
10/9/95,AMERICAN AIRLINES,Texas,Night,135
10/10/95,BUSINESS,California,Dusk,205
10/10/95,MILITARY,South Carolina,Day,137
10/10/95,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,252
10/10/95,MILITARY,Utah,Night,121
10/11/95,US AIRWAYS*,Louisiana,Day,315
10/11/95,CONTINENTAL AIRLINES,DC,Day,143
10/11/95,FEDEX EXPRESS,New Jersey,Night,208
10/12/95,US AIRWAYS*,South Carolina,Day,101
10/13/95,ATLANTIC COAST AIRLINES,DC,Dawn,220
10/14/95,AMERICAN AIRLINES,Texas,Dawn,137
10/14/95,DELTA AIR LINES,Georgia,Day,165
10/14/95,TRANS WORLD AIRLINES,Missouri,Day,133
10/14/95,US AIRWAYS*,North Carolina,Day,204
10/16/95,DELTA AIR LINES,Florida,Day,256
10/16/95,UNITED AIRLINES,Kentucky,Day,126
10/16/95,AMERICAN AIRLINES,California,Night,234
10/17/95,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Day,121
10/17/95,AMERICAN AIRLINES,New Jersey,Night,223
10/17/95,AMERICAN AIRLINES,New Jersey,Night,216
10/17/95,BUSINESS,Kentucky,Day,126
10/18/95,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Day,126
10/18/95,AMERICAN AIRLINES,Texas,Night,146
10/19/95,FEDEX EXPRESS,Florida,Night,143
10/19/95,US AIRWAYS*,Massachusetts,Night,162
10/19/95,AMERICAN AIRLINES,New Jersey,Night,189
10/19/95,ALOHA AIRLINES,Hawaii,Night,131
10/21/95,ATLANTIC COAST AIRLINES,New York,Night,170
10/21/95,ATLANTIC COAST AIRLINES,New York,Night,136
10/22/95,US AIRWAYS*,Pennsylvania,Day,148
10/25/95,US AIRWAYS*,Pennsylvania,Dawn,212
10/25/95,CONTINENTAL AIRLINES,New Jersey,Night,254
10/25/95,CONTINENTAL AIRLINES,New Jersey,Night,243
10/25/95,CONTINENTAL AIRLINES,New Jersey,Night,146
10/25/95,DELTA AIR LINES,New Jersey,Night,204
10/25/95,ATLANTIC COAST AIRLINES,Pennsylvania,Night,189
10/25/95,UPS AIRLINES,Pennsylvania,Night,215
10/25/95,FEDEX EXPRESS,New Jersey,Night,173
10/26/95,MILITARY,Louisiana,Night,158
